Title,Company,City,State,Description,Skills,Experience,Job URL,skill_count,job_level,desc_length,Experience_log
DevOps Engineer,NES Fircroft,Perth,WA,"Manage IT systems, automate deployment, and improve internal processes
CI/CD, repo management, agile practices experience required
Proficiency in Python, Linux CLI, and excellent documentation skills","Agile, CI/CD, Excel, Linux, Python",5.0,https://au.jora.com/job/DevOps-Engineer-26cab8596af12e40f3c01bf6be419279,5,unknown,201,1.791759469228055
DevOps Automation Engineer,Exclaim IT,Brisbane,QLD,"Enhance automation processes and improve IT operations with Power Platform
Lead projects, provide strategic advice, and supervise team activities
Expertise in Microsoft Power Platform tools and collaboration across departments",,5.0,https://au.jora.com/job/DevOps-Automation-Engineer-b9347951f57cc3c22b61fbba20be80d9,0,unknown,228,1.791759469228055
TSPV - 3 x Senior DevOps Engineers,Compas,Canberra,ACT,"Develop and maintain CI/CD pipelines using Java, Python, or Bash
Automate deployment, monitoring, and performance tuning of applications
Proficiency in DevOps methods, cloud architecture, and secure environments","Bash, CI/CD, DevOps, Java, Python",5.0,https://au.jora.com/job/DevOps-Engineer-97edf708fc12b3ec0214b59cd28f9a40,5,senior,213,1.791759469228055
"OpenShift Platform Engineer (Kubernetes, DevOps, Automation)",Resolve Recruit,Sydney CBD,NSW,"Design, configure, and maintain Red Hat OpenShift container platforms
Hands-on experience with automation tools and CI/CD pipelines
Strong collaboration skills in regulated ICT environments",CI/CD,5.0,https://au.jora.com/job/Platform-Engineer-d8e4aaaedf473ae35af75fa343290dd8,1,unknown,191,1.791759469228055
Senior DevOps Engineer,Verse Group,Perth,WA,"Implementing scalable and secure infrastructure for production deployments
Providing guidance on continuous build and integration pipelines to teams
Experience required in AWS, Kubernetes, Docker Swarm, Ansible, Terraform","AWS, Ansible, Scala, Terraform",5.0,https://au.jora.com/job/DevOps-Engineer-aa44d09a6f89d7aa68e448688748b7c0,4,senior,223,1.791759469228055
Senior DevOps Engineer,Preacta Recruitment,Sydney,NSW,"Design, scale, and maintain infrastructure for performance and uptime
Automate infrastructure to support production and development systems
Bachelor’s Degree in related field, 5+ years DevOps experience required",DevOps,5.0,https://au.jora.com/job/DevOps-Engineer-b517ba63c27ec886c77559cc85cb87ff,1,senior,213,1.791759469228055
Senior DevOps Engineer,Recruitment Hive,Canberra,ACT,"Develop software using Python, Java, and other languages
Lead software development for high-quality User Experience outcomes
Design technical solutions, adhere to engineering processes, resolve conflicts","Java, Python",5.0,https://au.jora.com/job/DevOps-Engineer-ea495b17bdc3fd55aebb09f1c60dde1d,2,senior,205,1.791759469228055
Cloud Engineer,Halcyon Knights,Melbourne,VIC,"Lead deployment and support of AI platform in Docker containers
Design and implement secure cloud infrastructure on Microsoft Azure
Automate CI/CD pipelines and infrastructure provisioning using various tools","Azure, CI/CD, Visio",5.0,https://au.jora.com/job/Cloud-Engineer-d529a94fdd5f639f361addbaf5d38248,3,unknown,210,1.791759469228055
DevOps Engineer with GCP,XPT Software,Sydney,NSW,"Experience in DevOps with Google Cloud Platform (GCP)
Work with top clients in various industries across Australia
Part of a global company with presence in India & Europe","DevOps, GCP, Go",5.0,https://au.jora.com/job/DevOps-Engineer-6f42850ce84f8afece7659ae422a13b6,3,unknown,173,1.791759469228055
DevOps Engineers,Recruitment Hive,Canberra,ACT,"Develop and implement RESTful APIs for application functionalities
Create real-time dashboards to monitor application performance metrics
Experience with NodeJs, React/Vue/Next.js, and ALM tooling integration","Next.js, React",5.0,https://au.jora.com/job/DevOps-Engineer-1cafd83805bf8d0ff212a07984bdcd25,2,unknown,210,1.791759469228055
8 Senior DevOps Engineers,Clicks IT Recruitment,Brisbane,QLD,"Design, deploy, and support Cloud & Data Infrastructure
Hands-on experience with AWS, DevOps tools, and Terraform
Write code in Python, JavaScript, Golang; Docker, Kubernetes experience","AWS, DevOps, Go, Java, JavaScript, Python, Terraform",5.0,https://au.jora.com/job/DevOps-Engineer-016351d41a028894ef0177cf71786907,7,senior,187,1.791759469228055
Azure DevOps Engineer,LeavePlus,Melbourne,VIC,"Bridging Dev and Ops teams to streamline workflows
Managing CI/CD pipelines, cloud infrastructure, and automation tasks
Expertise in Azure, Terraform, PowerShell, and problem-solving skills","Azure, CI/CD, PowerShell, Shell, Terraform",5.0,https://au.jora.com/job/Azure-DevOps-Engineer-d7cb9fa1668d701205ccf375ab15f593,5,unknown,191,1.791759469228055
DevOps Infrastructure Engineer,Go Markets,Melbourne,VIC,"Design, deploy, and manage scalable cloud infrastructure solutions
Implement CI/CD pipelines, automation, and monitoring for efficiency
Collaborate with tech teams, ensure security, and document best practices","CI/CD, Scala",5.0,https://au.jora.com/job/Infrastructure-Engineer-49519d2d695aead5e5ed1f339f54bcd1,2,unknown,211,1.791759469228055
DevOps Engineer – Mulesoft & Azure,Kirra Services,Australia,,You can’t apply as it’s expired.,,5.0,https://au.jora.com/job/DevOps-Engineer-a6f3b27eb97e13288f8f6e73c260819a,0,unknown,32,1.791759469228055
Senior DevOps Engineer,DFP Recruitment,Sydney,NSW,"Design, deploy, and support Cloud & Data Infrastructure
Extensive experience with AWS, DevOps practices, and Terraform
Skills in containerization, Kubernetes, Postgres, Azure, and PKI","AWS, Azure, DevOps, Terraform",5.0,https://au.jora.com/job/DevOps-Engineer-6d75345007cd882281be7c099cba094c,4,senior,185,1.791759469228055
Senior Linux Engineer (Infrastructure/ Devops),Peoplebank,Waverton,NSW,"Design and implement solutions across Linux, backup, database, and storage
Manage system performance in production and disaster recovery environments
5+ years enterprise Linux admin experience, strong scripting skills","Linux, SAS",5.0,https://au.jora.com/job/Linux-Engineer-6dd28c64f2f1c4245e078ac9f6a67cfb,2,senior,219,1.791759469228055
Junior DevOps Engineer,oilandgasjobsearch.com,Adelaide,SA,"Develop and maintain cloud infrastructure using Terraform, AWS, Kubernetes
Assist internal users, teams, and integration pipelines
Bachelor's degree in computer science or equivalent work experience required","AWS, SSIS, Terraform",5.0,https://au.jora.com/job/DevOps-Engineer-9ea9e4f5f0d951bc0620f1b1f3b41ed7,3,entry,209,1.791759469228055
DevOps Engineer,XPT Software,Sydney,NSW,"Work with top clients in various industries like Banking, Insurance, Telecom
120+ technocrats working at client locations in Australia
4-8 years of work experience required for this role",,8.0,https://au.jora.com/job/DevOps-Engineer-0396f97e0aea9e70cd908c522aa0f2d5,0,unknown,188,2.1972245773362196
Senior DevOps Engineer,Professional Recruitment Australia,Melbourne,VIC,"Lead platform modernization with Kubernetes, IaC, Docker, Automation
Experience in Cloud & On-Prem environments, application security
Background in mid-to-large software companies, Melbourne-based requirement",,5.0,https://au.jora.com/job/DevOps-Engineer-831f5b5af7beb9dcfd0d4aedced251dc,0,senior,210,1.791759469228055
EOI - Cloud Engineers / Architects (NV1 & NV2),Kinexus,Canberra,ACT,"Experience with AWS and/or Azure in cloud engineering roles
Background in government, Defence, or large regulated environments required
Current Australian security clearance (NV1 or NV2 minimum)","AWS, Azure, Go",5.0,https://au.jora.com/job/Cloud-Engineer-417d6a1546699178267558c440b6409e,3,unknown,196,1.791759469228055
"DevOps Engineer - 6-Month Contract (AWS, Microservices, IaC)",MARS PARTNERSHIP PTY. LTD.,Docklands,VIC,"Design and implement microservices architecture for loyalty management program
Build and maintain secure cloud infrastructure using AWS services
Automate deployments using CDK, CloudFormation, Jenkins, and GitLab CI/CD","AWS, CI/CD, Git, Jenkins, Microservices",5.0,https://au.jora.com/job/DevOps-Engineer-ff055ca1431621bf2f74177133a42fe1,5,unknown,220,1.791759469228055
DevOps Engineer,Hays Recruitment,Sydney CBD,NSW,"Develop and automate real-time voice and data soft switching
Required skills: Ansible, Python, RestAPI, SQL, GitLab, Jenkins
Opportunity for flexible working, career progression, international travel","Ansible, Git, Jenkins, Python, SQL, Switching",5.0,https://au.jora.com/job/DevOps-Engineer-720973359cb56eaca5c1f1cf19a6b5be,6,unknown,201,1.791759469228055
Senior DevOps Engineer - $145k Plus Super - 4 Days WFH,Oscar Thomas Group,Melbourne,VIC,"Senior DevOps role with pathway to Lead position
5+ years experience, Azure certifications, .NET background preferred
Strong CI/CD, IaC, containerization skills; stakeholder communication crucial","Azure, CI/CD, DevOps",5.0,https://au.jora.com/job/DevOps-Engineer-1058a0dde38d4992739a9f934475f212,3,senior,197,1.791759469228055
Devops engineer,NSW Department of Customer Service,Sydney,NSW,"Manage container platforms for 40+ product teams and 4,000 workloads
Implement automation for deployment, scaling, and management of workloads
Collaborate with product teams to optimize workflows and troubleshoot",,5.0,https://au.jora.com/job/DevOps-Engineer-3fcc3875bfac29e44b0060339d58f0a8,0,unknown,214,1.791759469228055
Senior DevOps Engineer,Global IT Factory,Melbourne,VIC,"Design, deploy, and manage scalable, resilient cloud infrastructure
Automate CI/CD pipelines and implement security best practices
Collaborate with teams, monitor systems, optimize costs, ensure compliance","CI/CD, Scala",5.0,https://au.jora.com/job/DevOps-Engineer-3986793e1407fb8acf067ff6e85b3a64,2,senior,207,1.791759469228055
"DevOps Engineer (.Net, AWS)",eTeam,Melbourne,VIC,"5+ years experience in C# and .NET Core development
Strong database skills in Oracle/SQL Server
AWS cloud experience and Agile development knowledge required","AWS, Agile, C#, Oracle, SQL, SQL Server",5.0,https://au.jora.com/job/DevOps-Engineer-1d635745b82bd832c77dcf15c3802611,6,unknown,159,1.791759469228055
Junior DevOps Engineer - Bluestone,Partale,Sydney,NSW,"Develop and maintain cloud infrastructure and services (AWS, Azure)
Support CI/CD pipelines, troubleshoot deployment issues, and manage containers
Experience with Windows Server, Linux systems, and automation technologies","AWS, Azure, CI/CD, Linux, Windows Server",5.0,https://au.jora.com/job/DevOps-Engineer-6670f1fab6e4fc8c93f3a2e5db3d43c3,5,entry,223,1.791759469228055
DevOps Engineer,Hays Recruitment,Sydney CBD,NSW,"Develop and automate real-time voice and data soft switching
Required skills: Ansible, Python, RestAPI, SQL, GitLab, Jenkins
Opportunity for career progression, international travel, flexible working","Ansible, Git, Jenkins, Python, SQL, Switching",5.0,https://au.jora.com/job/DevOps-Engineer-4b1580461d033e555e61c62613ea8163,6,unknown,201,1.791759469228055
DevOps Engineer - Openshift - Sydney or Brisbane,Ayan Infotech,Sydney CBD,NSW,"Implement and maintain CI/CD pipelines using OpenShift V3, V4
Coordinate cross-functional teams for application integration and deployment
Bachelor's degree in Computer Science, 5+ years DevOps experience","CI/CD, DevOps",5.0,https://au.jora.com/job/DevOps-Engineer-edbb5897e888965f23b71f78d615c58c,2,unknown,206,1.791759469228055
Lead Platform Engineer - DevOps,Recruitment Hive,Sydney,NSW,"Lead technical procedures, standards, and ways of working
Operational accountability for designing, deploying, monitoring applications
Strong skills in Ansible, Git, Kubernetes, Apache Reverse Proxy","Ansible, Git",5.0,https://au.jora.com/job/Platform-Engineer-cbb032a7d98896b0eb3b3b667a29cd54,2,senior,200,1.791759469228055
Azure DevOps Engineer,Talenza,Sydney,NSW,"Implementing DevOps best practices for Azure cloud transition
Designing CI/CD pipelines and managing infrastructure as code
Experience with Kubernetes, Azure security, and financial services preferred","Azure, CI/CD, DevOps",5.0,https://au.jora.com/job/Azure-DevOps-Engineer-30b399752044e6c08bc04d0724dcdd7e,3,unknown,202,1.791759469228055
Senior DevOps Engineer,Kinexus,Canberra,ACT,"Implement CI/CD pipelines and automation for platform tools
Manage client relationships and deliver excellent customer service
Strong IT infrastructure background with DevOps methodologies expertise","CI/CD, DevOps, Excel",5.0,https://au.jora.com/job/DevOps-Engineer-395b0e39651b053b1d6f45b166a765c1,3,senior,200,1.791759469228055
DevOps/Cybersecurity Engineer,DNX Solutions,Barangaroo,NSW,"Implement security controls and maintain network infrastructure
Utilize tools like DataDog, Wiz, DRATA for security management
Bachelor's degree, 5 years experience, CISSP/CASP/CCNA preferred",Datadog,5.0,https://au.jora.com/job/DevOps-Cybersecurity-Engineer-89ecbf0c3f1b378f5ab92bd9eb9638f2,1,unknown,193,1.791759469228055
Devops Software Engineer,Macquarie Group,Sydney,NSW,"Educate and uplift product engineering teams for quality development
Implement DevOps at enterprise level with best practices
Analyze, mentor, and support high-performance applications with DevOps expertise",DevOps,5.0,https://au.jora.com/job/Devops-Software-Engineer-c334e247fa7a8abf7bec44542c4b3b49,1,unknown,208,1.791759469228055
DevOps Platform Engineer,Robert Walters,Sydney CBD,NSW,"Maintain, optimize, and integrate DevOps toolchain for cloud teams
Administer and enhance tools like GitLab, Terraform, Prisma, Vault
Deep experience with GitLab, Terraform, Nexus, and Hashicorp Vault","DevOps, Git, Terraform",5.0,https://au.jora.com/job/Platform-Engineer-4347b27f8a998adbd4b4ecf2dec75de6,3,unknown,202,1.791759469228055
DevOps Engineer - 6 Month contract (with extensions),Helix Technology Services,Canberra,ACT,"3-5 years DevOps experience with Ansible and CI pipelines
Experience in DevSecOps methodology and code management with Git
NV1 clearance required; Azure Cloud and NiFi experience preferred","Ansible, Azure, DevOps, Git",5.0,https://au.jora.com/job/DevOps-Engineer-6d3dee37ad4eadaff2cb9faf435e45d7,4,unknown,190,1.791759469228055
