Title,Company,City,State,Description,Skills,Experience,Job URL
Data Solutions Specialist,Kirra Services,Canberra,ACT,"Lead data discovery, analysis, and design activities with stakeholders
5+ years experience as Enterprise Data Architect/Analyst in Azure cloud
Strong understanding of government data policy and legislation required","Azure, Go",5,https://au.jora.com/job/Solutions-Specialist-7f19d3b446b64505cafb9892d8a89e71
Senior Architect | Melbourne,Contour Personnel,Melbourne,VIC,"Lead architectural design using ReactJS, NodeJS, Python
Integrate Generative AI, RAG into scalable enterprise systems
10+ years full-stack dev exp, cloud platforms, AI/ML knowledge","Python, React, Scala",10,https://au.jora.com/job/Architect-cae1c6763c294050f27dce6e6da83acf
IT Infrastructure & Cloud Operations Manager,Morgan McKinley,Sydney,NSW,"Lead team in managing on-premise and cloud infrastructure environments
Drive cloud strategy and transition to hybrid/cloud-native environments
Strong leadership in AWS, Azure, VMware, and enterprise platforms","AWS, Azure, VMware",0,https://au.jora.com/job/Operations-Manager-10702e2123940fd9c4440e61a0845533
Solution Designer,Randstad,Macquarie Park,NSW,"Design EMS/NMS solutions for IP, Microwave, Optical networks
Translate business needs into robust solution architectures
10+ years telecom experience, expertise in SNMP, ICMP, Syslog",,10,https://au.jora.com/job/Solution-Designer-cc274c74a49e92c5e992e8df50e37a4c
$300/60min Study for Head of Cloud in the Insurance Sector | Paid Market Research,Ivy Exec,Canberra,ACT,"Seeking IT professionals for AI/ML adoption and IT infrastructure
Target job titles include Head of Cloud, Vice President roles
Paid market research study with $300 honorarium for 60min",,0,https://au.jora.com/job/$300-60min-Study-dc7fe6a59e8241ba43cb2cbadd55d476
Senior Solution Architect - Enterprise,Red Hat,Canberra,ACT,"8+ years experience in sales engineering, consulting, or architecture
Knowledge of Red Hat platforms like OpenShift, Ansible, RHEL
Expertise in on-premise, cloud platforms, DevOps, agile methodologies","Agile, Ansible, DevOps",8,https://au.jora.com/job/Senior-Solution-Architect-9a0cfe190615587498c4efc26f83cbee
$300/60min Study for VP of Architecture Solutions in the Insurance Sector | Paid Market Research,Ivy Exec,Canberra,ACT,"Seeking IT professionals for AI/ML adoption and IT infrastructure
Target job titles include VP of Architecture Solutions
Engage in online discussion board for $300 honorarium",,0,https://au.jora.com/job/$300-60min-Study-9b7c55c24ff48b890c59aa295ff32df3
Microsoft Data and AI Architect,Insight APAC,Sydney,NSW,"Design and implement Microsoft solutions on Azure platform
Lead large engagements, provide technical support, and mentor team
Consulting experience, communication skills, project budgeting required.",Azure,0,https://au.jora.com/job/Microsoft-Data-and-bb215d22e2ffc76528a7ed98fcffaa46
Operational Architect,Optus,Macquarie Park,NSW,"Lead technical support for customer lifecycle from pre-sales to delivery
Provide strategic technical direction and solution design & delivery
Experience in Cloud technologies, Cisco, Genesys, NICE CXone certifications",,0,https://au.jora.com/job/Architect-ec3c71daecccc63fa06daf71f41b53d5
Senior Platform Product Manager - Cloud Platform,Canva,Melbourne,VIC,"Lead platform and infrastructure initiatives for engineering cohort
Collaborate with cross-functional teams to align infrastructure development
Translate tech concepts into business outcomes, drive tech innovation.",,0,https://au.jora.com/job/Product-Manager-99313593f06d67bc4681cab6603a273a
Senior Platform Engineer - Workload Integration (open to remote across ANZ),Canva,Sydney,NSW,"Coding in GoLang for Kubernetes clusters; on-call for products
Strong knowledge in Computer Engineering/Science, software & network engineering
Experience with Cloud Networking, Kubernetes, and building platform products","Go, Networking",0,https://au.jora.com/job/Platform-Engineer-c3d18065d6518dbed523b3aa32ba19d8
DevOps Engineer,The Recruitment Company,Sydney CBD,NSW,"Manage and enhance Cloud Business Systems for seamless user experience
Collaborate with stakeholders for project implementation and system enhancements
Require IT-related qualification, 2 years cloud solutions experience",,2,https://au.jora.com/job/DevOps-Engineer-ba5d9febcb5c1fd134adff4d2daec443
DevOps Engineer,Nine,North Sydney,NSW,"Integrate Azure & AWS into Dynamics 365 for seamless operations
Develop data integration processes and maintain cloud infrastructure
Collaborate on secure integration solutions with cross-functional teams","AWS, Azure, Dynamics 365",0,https://au.jora.com/job/DevOps-Engineer-118e695b514114ba9a8237eaeba0b9bc
DevOps Engineer - Early Careers,Accenture,Melbourne,VIC,"Opportunity to kickstart career as Packaged App Development Analyst
Australian citizenship preferred; PR holders also welcome to apply
Join Accenture, a global professional services company with strong technology",,0,https://au.jora.com/job/DevOps-Engineer-fa0a5743b2158ed74f112d1183f8edda
EL1 DevOps Engineer,National Disability Insurance Agency,Brisbane,QLD,"Lead strategic project development with high-level thinking
Expertise in CI/CD, cloud platforms, containerization, scripting, and automation
Strong ICT background, stakeholder engagement, and communication skills",CI/CD,0,https://au.jora.com/job/DevOps-Engineer-41a56421a411ef5a4e67682923ff5627
Senior DevOps Engineer,PropertyMe,Sydney,NSW,"Ensure reliability, availability, and performance of software systems
Design and implement infrastructure for web applications and services
Experience with AWS, Kubernetes, .NET, SQL, and DataDog","AWS, Datadog, SQL",0,https://au.jora.com/job/DevOps-Engineer-b6264681ecd2ff0a12ac83d92ea858b5
DevOps Engineer,Whizdom,Canberra,ACT,"Implement and maintain automated deployment tooling with Java, Python, or Bash
Develop real-time dashboards for monitoring application performance
Support continuous integration, delivery, code deployment, and system automation","Bash, Java, Python",0,https://au.jora.com/job/DevOps-Engineer-9917ff5f76d962293d5b5d559ba1d350
DevOps Engineer,Wipro,Brisbane,QLD,"Implement and maintain CI/CD pipelines with OpenShift and automation
Collaborate with cross-functional teams for efficient application delivery
Bachelor's degree, 5+ years DevOps experience, strong scripting skills","CI/CD, DevOps",5,https://au.jora.com/job/DevOps-Engineer-590a70d2c96b34bb94fec990af640aff
DevOps Openshift,XPT Software,Sydney,NSW,"Implement CI/CD pipelines using OpenShift V3, V4, ROSA, ARO
Manage DevOps pipeline across application life cycle
Bachelor's in Computer Science, 5+ years DevOps experience required","CI/CD, DevOps",5,https://au.jora.com/job/DevOps-Openshift-5e6499cc94cf3cc2cce1dfd43f870532
DevOps Engineer,Valrose,Perth,WA,"Build infrastructure with Terraform and AWS services
Automate deployments using GitHub Actions and CI/CD practices
Collaborate with teams to deliver scalable, secure infrastructure","AWS, CI/CD, Git, GitHub, Scala, Terraform",0,https://au.jora.com/job/DevOps-Engineer-3376757e9c9f724643322f2834979262
DevOps Engineer - Container Platforms- Temp to Sept 2027,Service NSW,Darling Point,NSW,"Manage container platforms for over 40 product teams
Implement automation for deployment and scaling of containerized workloads
Collaborate with security and product teams for platform optimization",,0,https://au.jora.com/job/DevOps-Engineer-2fae5658772cbf7884e783fad2d609b6
Junior and Mid-level DevOps Engineers NV1,Cogito Group,Canberra,ACT,"Seeking junior and mid-level DevOps Engineers in Canberra
Opportunity to work on cyber security projects for government clients
Required: NV1 security clearance, IT degree, and strong teamwork","DevOps, Go",0,https://au.jora.com/job/DevOps-Engineer-388cc5a70fea41024d74e8dfde1d5271
Azure DevOps Engineer,PRA,Melbourne,VIC,"Implement and maintain CI/CD pipelines with Azure DevOps, Jenkins
Automate software deployment processes for streamlined delivery
Proficiency in Git, microservices, Azure Cloud, Docker, Kubernetes required","Azure, CI/CD, DevOps, Git, Jenkins, Microservices",0,https://au.jora.com/job/Azure-DevOps-Engineer-f82f413bd7e0c0e6f68c413b2a19a10d
DevOps Engineer,The Loop Australia,Melbourne,VIC,"Manage Azure App Service, PostgreSQL databases, and Azure Blob Storage
Administer Google Workspace, Microsoft 365, and Linux systems
Deploy Node.js applications, Docker containers, and LAN configurations","Azure, Go, Linux, Node.js, PostgreSQL, SQL",0,https://au.jora.com/job/DevOps-Engineer-85af7f24018553e001ede1eeeecaa822
DevOps Automation Engineer,Exclaim IT,Brisbane,QLD,"Enhance automation processes and improve IT operations with Power Platform
Lead projects, provide strategic advice, and supervise team activities
Expertise in Microsoft Power Platform tools and collaboration across departments",,0,https://au.jora.com/job/DevOps-Automation-Engineer-b9347951f57cc3c22b61fbba20be80d9
Senior DevOps Engineer,MYOB,Melbourne,VIC,"Lead Pathway Engineering team in building and maintaining platforms
Utilize leadership skills to uplift technical strength and developer experience
Proficiency in AWS, software development, CI/CD, Linux environments required","AWS, CI/CD, Linux",0,https://au.jora.com/job/DevOps-Engineer-6500492f970a80cc988ca0d6e4220dc9
DevOps Engineer,NextGen HR Pty Ltd,Townsville,QLD,"Develop and implement automation practices for efficiency
Experience with PowerShell, Python, JSON, and GitHub repositories
Collaborate with vendors, distributors, and cross-functional teams","Git, GitHub, PowerShell, Python, Shell",0,https://au.jora.com/job/DevOps-Engineer-13eda6338385d13e69a50a4c5b0b16c3
DevOps – OpenShift,Delivery Centric,Sydney,NSW,"Implement CI/CD pipelines on OpenShift platforms for deployments
Provide technical support on DevOps architecture and best practices
Bachelor’s degree in computer science, 5+ years DevOps experience","CI/CD, DevOps",5,https://au.jora.com/job/DevOps-OpenShift-630c1a50a777e795038ac706b57970d2
Senior DevOps Engineer,Kinexus,Canberra,ACT,"Implement CI/CD pipelines and automation for platform tools
Manage client relationships and deliver excellent customer service
Strong IT infrastructure background with DevOps methodologies expertise","CI/CD, DevOps, Excel",0,https://au.jora.com/job/DevOps-Engineer-395b0e39651b053b1d6f45b166a765c1
Azure DevOps Engineer,Cleared ICT,Canberra,ACT,"Design and deliver secure infrastructure in Microsoft Azure cloud
Collaborate with cross-functional teams to meet tight delivery timeframes
Experience in Agile frameworks, Azure DevOps, and federal compliance","Agile, Azure, DevOps",0,https://au.jora.com/job/Azure-DevOps-Engineer-e8ad144be5f81683785e9381d553dcd9
DevOps Engineer - Azure,Datacom,Brisbane,QLD,"3+ years experience in DevOps with focus on Azure
Strong knowledge of Ansible, Linux, Windows, and automation tools
Certification in AZ-204 or AZ-400, AZ-500 an advantage","Ansible, Azure, DevOps, Linux",3,https://au.jora.com/job/DevOps-Engineer-47eafbdb4ff9b9c0498d594321214e48
DevOps SRE Engineer,Peoplebank,Burnley,VIC,"Skilled in overseeing high-traffic web apps and platforms.
Experienced in Site Reliability Engineering roles and Infrastructure as Code
Skilled in cloud providers, monitoring tools, and web application security",,0,https://au.jora.com/job/DevOps-SRE-Engineer-19348821d5f5b8fcf3cc5c2687b84806
